Region,Poblacion,Fecha,PCR Realizados,Region ID,Tasa
O’Higgins,991063,2020/06/05,291.0,6,29.362411874926213
Maule,1131939,2020/06/05,591.0,7,52.21129407150032
Ñuble,511551,2020/06/05,202.0,16,39.4877539091899
Biobío,1663696,2020/06/05,1621.0,8,97.43366576586108
Araucanía,1014343,2020/06/05,932.0,9,91.88213454423207
Los Ríos,405835,2020/06/05,183.0,14,45.09221728042184
Los Lagos,891440,2020/06/05,1109.0,10,124.40545634030333
Aysén,107297,2020/06/05,115.0,11,107.17913827972822
Magallanes,178362,2020/06/05,82.0,12,45.97391821127819
Arica y Parinacota,252110,2020/06/06,193.0,15,76.55388520883741
Tarapacá,382773,2020/06/06,446.0,1,116.51814521922915
Antofagasta,691854,2020/06/06,414.0,2,59.83921463198883
Atacama,314709,2020/06/06,88.0,3,27.96233981233457
Coquimbo,836096,2020/06/06,295.0,4,35.283029699938766
Valparaíso,1960170,2020/06/06,885.0,5,45.14914522719968
Metropolitana,8125072,2020/06/06,10873.0,13,133.8203526073369
O’Higgins,991063,2020/06/06,201.0,6,20.281253563093365
Maule,1131939,2020/06/06,655.0,7,57.865308996332836
Ñuble,511551,2020/06/06,361.0,16,70.56969881790867
Biobío,1663696,2020/06/06,2050.0,8,123.21962666256336
Araucanía,1014343,2020/06/06,581.0,9,57.278455118239094
Los Ríos,405835,2020/06/06,211.0,14,51.9915729298853
Los Lagos,891440,2020/06/06,1570.0,10,176.11953692901372
Aysén,107297,2020/06/06,55.0,11,51.25958787291351
Magallanes,178362,2020/06/06,76.0,12,42.60997297630661
Arica y Parinacota,252110,2020/06/07,227.0,15,90.04006187775177
Tarapacá,382773,2020/06/07,450.0,1,117.5631510059487
Antofagasta,691854,2020/06/07,480.0,2,69.37879957332039
Atacama,314709,2020/06/07,200.0,3,63.550772300760386
Coquimbo,836096,2020/06/07,433.0,4,51.788311390079606
Valparaíso,1960170,2020/06/07,1074.0,5,54.79116607233046
Metropolitana,8125072,2020/06/07,13391.0,13,164.81084721464623
O’Higgins,991063,2020/06/07,660.0,6,66.5951609534409
Maule,1131939,2020/06/07,770.0,7,68.02486706439127
Ñuble,511551,2020/06/07,77.0,16,15.052262628750604
Biobío,1663696,2020/06/07,1863.0,8,111.97959242553928
Araucanía,1014343,2020/06/07,539.0,9,53.13784390487241
Los Ríos,405835,2020/06/07,119.0,14,29.322261510219672
Los Lagos,891440,2020/06/07,837.0,10,93.89302701247419
Aysén,107297,2020/06/07,0.0,11,0.0
Magallanes,178362,2020/06/07,145.0,12,81.29534317847973
Arica y Parinacota,252110,2020/06/08,182.0,15,72.19071040418865
Tarapacá,382773,2020/06/08,449.0,1,117.3018995592688
Antofagasta,691854,2020/06/08,475.0,2,68.65610374443163
Atacama,314709,2020/06/08,195.0,3,61.96200299324137
Coquimbo,836096,2020/06/08,325.0,4,38.87113441518677
Valparaíso,1960170,2020/06/08,808.0,5,41.22091451251677
Metropolitana,8125072,2020/06/08,13613.0,13,167.54313069471877
O’Higgins,991063,2020/06/08,270.0,6,27.24347493549855
Maule,1131939,2020/06/08,477.0,7,42.14007998664239
Ñuble,511551,2020/06/08,434.0,16,84.84002572568522
Biobío,1663696,2020/06/08,1340.0,8,80.54356084284629
Araucanía,1014343,2020/06/08,375.0,9,36.969742976488234
Los Ríos,405835,2020/06/08,170.0,14,41.88894501459953
Los Lagos,891440,2020/06/08,656.0,10,73.5888001435879
Aysén,107297,2020/06/08,114.0,11,106.24714577294799
Magallanes,178362,2020/06/08,157.0,12,88.02323364842287
Arica y Parinacota,252110,2020/06/09,253.0,15,100.35302050692158
Tarapacá,382773,2020/06/09,312.0,1,81.51045136412444
Antofagasta,691854,2020/06/09,427.0,2,61.71822378709959
Atacama,314709,2020/06/09,170.0,3,54.01815645564633
Coquimbo,836096,2020/06/09,347.0,4,41.50241120636865
Valparaíso,1960170,2020/06/09,725.0,5,36.98658789798844
Metropolitana,8125072,2020/06/09,12274.0,13,151.0632767315785
O’Higgins,991063,2020/06/09,334.0,6,33.70118751280191
Maule,1131939,2020/06/09,420.0,7,37.10447294421343
Ñuble,511551,2020/06/09,277.0,16,54.14904867745347
Biobío,1663696,2020/06/09,991.0,8,59.56617074273185
Araucanía,1014343,2020/06/09,557.0,9,54.912391567743846
Los Ríos,405835,2020/06/09,190.0,14,46.81705619278771
Los Lagos,891440,2020/06/09,418.0,10,46.89042448173741
Aysén,107297,2020/06/09,18.0,11,16.77586512204442
Magallanes,178362,2020/06/09,64.0,12,35.88208250636347
Arica y Parinacota,252110,2020/06/10,92.0,15,36.49200745706239
Tarapacá,382773,2020/06/10,329.0,1,85.9517259576825
Antofagasta,691854,2020/06/10,543.0,2,78.48476701731867
Atacama,314709,2020/06/10,186.0,3,59.102218239707156
Coquimbo,836096,2020/06/10,363.0,4,43.416067054500914
Valparaíso,1960170,2020/06/10,795.0,5,40.55770672951836
Metropolitana,8125072,2020/06/10,7792.0,13,95.90068863389764
O’Higgins,991063,2020/06/10,243.0,6,24.519127441948694
Maule,1131939,2020/06/10,626.0,7,55.3033334835181
Ñuble,511551,2020/06/10,348.0,16,68.02840772474299
Biobío,1663696,2020/06/10,1559.0,8,93.7070233985055
Araucanía,1014343,2020/06/10,570.0,9,56.19400932426211
Los Ríos,405835,2020/06/10,148.0,14,36.468022718592536
Los Lagos,891440,2020/06/10,837.0,10,93.89302701247419
Aysén,107297,2020/06/10,30.0,11,27.959775203407364
Magallanes,178362,2020/06/10,16.0,12,8.970520626590867
Arica y Parinacota,252110,2020/06/11,274.0,15,108.68271786125105
Tarapacá,382773,2020/06/11,344.0,1,89.87049765788078
Antofagasta,691854,2020/06/11,436.0,2,63.019076279099345
Atacama,314709,2020/06/11,139.0,3,44.167786749028465
Coquimbo,836096,2020/06/11,307.0,4,36.718271586037964
Valparaíso,1960170,2020/06/11,986.0,5,50.30175954126428
Metropolitana,8125072,2020/06/11,12227.0,13,150.4848203191307
O’Higgins,991063,2020/06/11,275.0,6,27.747983730600374
Maule,1131939,2020/06/11,673.0,7,59.45550069394199
Ñuble,511551,2020/06/11,526.0,16,102.82454730808854
Biobío,1663696,2020/06/11,1596.0,8,95.93098739192737
Araucanía,1014343,2020/06/11,551.0,9,54.32087568012004
Los Ríos,405835,2020/06/11,192.0,14,47.30986731060653
Los Lagos,891440,2020/06/11,1227.0,10,137.6424661222292
Aysén,107297,2020/06/11,119.0,11,110.90710830684921
Magallanes,178362,2020/06/11,104.0,12,58.308384072840624
Arica y Parinacota,252110,2020/06/12,164.0,15,65.05096981476339
Tarapacá,382773,2020/06/12,495.0,1,129.31946610654356
Antofagasta,691854,2020/06/12,526.0,2,76.02760119909692
Atacama,314709,2020/06/12,218.0,3,69.27034180782881
Coquimbo,836096,2020/06/12,307.0,4,36.718271586037964
Valparaíso,1960170,2020/06/12,939.0,5,47.904008325808476
Metropolitana,8125072,2020/06/12,11112.0,13,136.7618650025501
O’Higgins,991063,2020/06/12,160.0,6,16.1442814432584
Maule,1131939,2020/06/12,566.0,7,50.00269449148762
Ñuble,511551,2020/06/12,371.0,16,72.52453812034382
Biobío,1663696,2020/06/12,1764.0,8,106.02898606476184
Araucanía,1014343,2020/06/12,694.0,9,68.41867100182088
Los Ríos,405835,2020/06/12,242.0,14,59.63014525607698
Los Lagos,891440,2020/06/12,970.0,10,108.81270752939065
Aysén,107297,2020/06/12,65.0,11,60.57951294071596
Magallanes,178362,2020/06/12,140.0,12,78.49205548267008
Arica y Parinacota,252110,2020/06/13,189.0,15,74.96727618896513
Tarapacá,382773,2020/06/13,395.0,1,103.19432143855497
Antofagasta,691854,2020/06/13,535.0,2,77.32845369109668
Atacama,314709,2020/06/13,81.0,3,25.738062781807958
Coquimbo,836096,2020/06/13,266.0,4,31.81452847519902
Valparaíso,1960170,2020/06/13,978.0,5,49.893631674803714
Metropolitana,8125072,2020/06/13,12281.0,13,151.1494298142835
O’Higgins,991063,2020/06/13,396.0,6,39.95709657206454
Maule,1131939,2020/06/13,699.0,7,61.752444257155204
Ñuble,511551,2020/06/13,248.0,16,48.48001470039155
Biobío,1663696,2020/06/13,1774.0,8,106.63005741433531
Araucanía,1014343,2020/06/13,678.0,9,66.84129530149072
Los Ríos,405835,2020/06/13,300.0,14,73.9216676728227
Los Lagos,891440,2020/06/13,1152.0,10,129.22911244727632
Aysén,107297,2020/06/13,109.0,11,101.58718323904675
Magallanes,178362,2020/06/13,142.0,12,79.61337056099394
Arica y Parinacota,252110,2020/06/14,241.0,15,95.59319344730474
Tarapacá,382773,2020/06/14,482.0,1,125.92319729970505
Antofagasta,691854,2020/06/14,654.0,2,94.52861441864903
Atacama,314709,2020/06/14,132.0,3,41.94350971850186
Coquimbo,836096,2020/06/14,345.0,4,41.26320422535211
Valparaíso,1960170,2020/06/14,967.0,5,49.332455858420445
Metropolitana,8125072,2020/06/14,12267.0,13,150.97712364887352
O’Higgins,991063,2020/06/14,167.0,6,16.850593756400954
Maule,1131939,2020/06/14,677.0,7,59.80887662674402
Ñuble,511551,2020/06/14,245.0,16,47.89356290966101
Biobío,1663696,2020/06/14,1535.0,8,92.26445215952914
Araucanía,1014343,2020/06/14,722.0,9,71.17907847739868
Los Ríos,405835,2020/06/14,219.0,14,53.96281740116057
Los Lagos,891440,2020/06/14,1316.0,10,147.62631248317328
Aysén,107297,2020/06/14,46.0,11,42.87165531189129
Magallanes,178362,2020/06/14,136.0,12,76.24942532602236
Arica y Parinacota,252110,2020/06/15,237.0,15,94.00658442743247
Tarapacá,382773,2020/06/15,360.0,1,94.05052080475896
Antofagasta,691854,2020/06/15,364.0,2,52.612256343101286
Atacama,314709,2020/06/15,415.0,3,131.8678525240778
Coquimbo,836096,2020/06/15,314.0,4,37.555496019595836
Valparaíso,1960170,2020/06/15,840.0,5,42.85342597835902
Metropolitana,8125072,2020/06/15,11163.0,13,137.3895517479722
O’Higgins,991063,2020/06/15,361.0,6,36.425535006351765
Maule,1131939,2020/06/15,454.0,7,40.1081683730307
Ñuble,511551,2020/06/15,420.0,16,82.10325070227603
Biobío,1663696,2020/06/15,1553.0,8,93.3463805887614
Araucanía,1014343,2020/06/15,859.0,9,84.6853579114757
Los Ríos,405835,2020/06/15,258.0,14,63.57263419862752
Los Lagos,891440,2020/06/15,1004.0,10,112.62676119536928
Aysén,107297,2020/06/15,80.0,11,74.55940054241964
Magallanes,178362,2020/06/15,126.0,12,70.64284993440307
Arica y Parinacota,252110,2020/06/16,244.0,15,96.78315021220895
Tarapacá,382773,2020/06/16,328.0,1,85.6904745110026
Antofagasta,691854,2020/06/16,681.0,2,98.4311718946483
Atacama,314709,2020/06/16,152.0,3,48.29858694857789
Coquimbo,836096,2020/06/16,338.0,4,40.42597979179425
Valparaíso,1960170,2020/06/16,853.0,5,43.51663376135743
Metropolitana,8125072,2020/06/16,8560.0,13,105.35291256495944
O’Higgins,991063,2020/06/16,469.0,6,47.322924980551186
Maule,1131939,2020/06/16,516.0,7,45.585495331462205
Ñuble,511551,2020/06/16,448.0,16,87.57680074909443
Biobío,1663696,2020/06/16,981.0,8,58.96509939315837
Araucanía,1014343,2020/06/16,452.0,9,44.56086353432714
Los Ríos,405835,2020/06/16,149.0,14,36.71442827750194
Los Lagos,891440,2020/06/16,263.0,10,29.502826886834786
Aysén,107297,2020/06/16,0.0,11,0.0
Magallanes,178362,2020/06/16,141.0,12,79.052713021832
Arica y Parinacota,252110,2020/06/17,170.0,15,67.43088334457181
Tarapacá,382773,2020/06/17,348.0,1,90.91550344460033
Antofagasta,691854,2020/06/17,324.0,2,46.830689711991255
Atacama,314709,2020/06/17,371.0,3,117.88668261791051
Coquimbo,836096,2020/06/17,412.0,4,49.276638089406006
Valparaíso,1960170,2020/06/17,569.0,5,29.02809450200748
Metropolitana,8125072,2020/06/17,6143.0,13,75.60548386525068
O’Higgins,991063,2020/06/17,474.0,6,47.82743377565301
Maule,1131939,2020/06/17,511.0,7,45.14377541545967
Ñuble,511551,2020/06/17,299.0,16,58.44969514281078
Biobío,1663696,2020/06/17,1286.0,8,77.2977755551495
Araucanía,1014343,2020/06/17,257.0,9,25.33659718655327
Los Ríos,405835,2020/06/17,209.0,14,51.49876181206648
Los Lagos,891440,2020/06/17,1115.0,10,125.07852463429955
Aysén,107297,2020/06/17,131.0,11,122.09101838821215
Magallanes,178362,2020/06/17,17.0,12,9.531178165752795
Arica y Parinacota,252110,2020/06/18,113.0,15,44.821704811391854
Tarapacá,382773,2020/06/18,289.0,1,75.50166809048706
Antofagasta,691854,2020/06/18,745.0,2,107.68167850442434
Atacama,314709,2020/06/18,246.0,3,78.16744992993527
Coquimbo,836096,2020/06/18,381.0,4,45.56892988364972
Valparaíso,1960170,2020/06/18,896.0,5,45.71032104358296
Metropolitana,8125072,2020/06/18,8730.0,13,107.44520171636633
O’Higgins,991063,2020/06/18,443.0,6,44.699479246021696
Maule,1131939,2020/06/18,843.0,7,74.47397783802838
Ñuble,511551,2020/06/18,322.0,16,62.94582553841161
Biobío,1663696,2020/06/18,1751.0,8,105.2475933103163
Araucanía,1014343,2020/06/18,531.0,9,52.349156054707336
Los Ríos,405835,2020/06/18,277.0,14,68.2543398179063
Los Lagos,891440,2020/06/18,1236.0,10,138.65206856322354
Aysén,107297,2020/06/18,126.0,11,117.43105585431094
Magallanes,178362,2020/06/18,68.0,12,38.12471266301118
Arica y Parinacota,252110,2020/06/19,231.0,15,91.62667089762405
Tarapacá,382773,2020/06/19,384.0,1,100.32055552507622
Antofagasta,691854,2020/06/19,651.0,2,94.09499692131577
Atacama,314709,2020/06/19,251.0,3,79.75621923745429
Coquimbo,836096,2020/06/19,338.0,4,40.42597979179425
Valparaíso,1960170,2020/06/19,781.0,5,39.843482963212374
Metropolitana,8125072,2020/06/19,11557.0,13,142.23873954593878
O’Higgins,991063,2020/06/19,471.0,6,47.52472849859192
Maule,1131939,2020/06/19,923.0,7,81.54149649406902
Ñuble,511551,2020/06/19,394.0,16,77.02066851594465
Biobío,1663696,2020/06/19,1815.0,8,109.09444994758658
Araucanía,1014343,2020/06/19,641.0,9,63.19361399447722
Los Ríos,405835,2020/06/19,337.0,14,83.03867335247084
Los Lagos,891440,2020/06/19,1245.0,10,139.6616710042179
Aysén,107297,2020/06/19,81.0,11,75.49139304919989
Magallanes,178362,2020/06/19,247.0,12,138.48241217299648
Arica y Parinacota,252110,2020/06/20,201.0,15,79.72710324858197
Tarapacá,382773,2020/06/20,484.0,1,126.44570019306482
Antofagasta,691854,2020/06/20,814.0,2,117.65488094308915
Atacama,314709,2020/06/20,303.0,3,96.27942003565198
Coquimbo,836096,2020/06/20,364.0,4,43.53567054500919
Valparaíso,1960170,2020/06/20,781.0,5,39.843482963212374
Metropolitana,8125072,2020/06/20,11662.0,13,143.53103578651363
O’Higgins,991063,2020/06/20,474.0,6,47.82743377565301
Maule,1131939,2020/06/20,762.0,7,67.31811519878721
Ñuble,511551,2020/06/20,358.0,16,69.98324702717814
Biobío,1663696,2020/06/20,1692.0,8,101.70127234783277
Araucanía,1014343,2020/06/20,470.0,9,46.33541119719858
Los Ríos,405835,2020/06/20,358.0,14,88.21319008956841
Los Lagos,891440,2020/06/20,1095.0,10,122.83496365431213
Aysén,107297,2020/06/20,73.0,11,68.03545299495792
Magallanes,178362,2020/06/20,189.0,12,105.9642749016046
Arica y Parinacota,252110,2020/06/21,214.0,15,84.88358256316688
Tarapacá,382773,2020/06/21,371.0,1,96.92428671823771
Antofagasta,691854,2020/06/21,583.0,2,84.26633364842871
Atacama,314709,2020/06/21,255.0,3,81.02723468346949
Coquimbo,836096,2020/06/21,370.0,4,44.253291488058785
Valparaíso,1960170,2020/06/21,949.0,5,48.41416815888418
Metropolitana,8125072,2020/06/21,11315.0,13,139.26030440099484
O’Higgins,991063,2020/06/21,654.0,6,65.98975039931871
Maule,1131939,2020/06/21,987.0,7,87.19551141890155
Ñuble,511551,2020/06/21,294.0,16,57.472275491593216
Biobío,1663696,2020/06/21,1892.0,8,113.72269933930238
Araucanía,1014343,2020/06/21,473.0,9,46.63116914101049
Los Ríos,405835,2020/06/21,275.0,14,67.76152870008748
Los Lagos,891440,2020/06/21,1263.0,10,141.6808758862066
Aysén,107297,2020/06/21,50.0,11,46.59962533901227
Magallanes,178362,2020/06/21,170.0,12,95.31178165752794
Arica y Parinacota,252110,2020/06/22,168.0,15,66.63757883463568
Tarapacá,382773,2020/06/22,370.0,1,96.66303527155782
Antofagasta,691854,2020/06/22,667.0,2,96.40762357375979
Atacama,314709,2020/06/22,271.0,3,86.11129646753032
Coquimbo,836096,2020/06/22,375.0,4,44.85130894060012
Valparaíso,1960170,2020/06/22,1129.0,5,57.59704515424682
Metropolitana,8125072,2020/06/22,10013.0,13,123.23583101786666
O’Higgins,991063,2020/06/22,368.0,6,37.13184731949432
Maule,1131939,2020/06/22,761.0,7,67.22977121558671
Ñuble,511551,2020/06/22,226.0,16,44.17936823503424
Biobío,1663696,2020/06/22,2056.0,8,123.58026947230745
Araucanía,1014343,2020/06/22,571.0,9,56.29259530553274
Los Ríos,405835,2020/06/22,179.0,14,44.10659504478421
Los Lagos,891440,2020/06/22,1401.0,10,157.1614466481199
Aysén,107297,2020/06/22,31.0,11,28.89176771018761
Magallanes,178362,2020/06/22,59.0,12,33.078794810553816
Arica y Parinacota,252110,2020/06/23,126.0,15,49.97818412597676
Tarapacá,382773,2020/06/23,334.0,1,87.25798319108192
Antofagasta,691854,2020/06/23,568.0,2,82.09824616176245
Atacama,314709,2020/06/23,183.0,3,58.148956655195754
Coquimbo,836096,2020/06/23,254.0,4,30.379286589099816
Valparaíso,1960170,2020/06/23,811.0,5,41.373962462439486
Metropolitana,8125072,2020/06/23,7325.0,13,90.15304725915044
O’Higgins,991063,2020/06/23,391.0,6,39.452587776962716
Maule,1131939,2020/06/23,576.0,7,50.886134323492705
Ñuble,511551,2020/06/23,164.0,16,32.05936455993635
Biobío,1663696,2020/06/23,1192.0,8,71.64770486915879
Araucanía,1014343,2020/06/23,181.0,9,17.844062609984984
Los Ríos,405835,2020/06/23,169.0,14,41.64253945569012
Los Lagos,891440,2020/06/23,273.0,10,30.624607376828504
Aysén,107297,2020/06/23,14.0,11,13.047895094923438
Magallanes,178362,2020/06/23,146.0,12,81.85600071764165
Arica y Parinacota,252110,2020/06/24,115.0,15,45.615009321327996
Tarapacá,382773,2020/06/24,318.0,1,83.07796004420375
Antofagasta,691854,2020/06/24,558.0,2,80.65285450398494
Atacama,314709,2020/06/24,181.0,3,57.51344893218815
Coquimbo,836096,2020/06/24,262.0,4,31.336114513165953
Valparaíso,1960170,2020/06/24,832.0,5,42.44529811189846
Metropolitana,8125072,2020/06/24,6547.0,13,80.57774749565297
O’Higgins,991063,2020/06/24,468.0,6,47.22202322153082
Maule,1131939,2020/06/24,689.0,7,60.869004425150116
Ñuble,511551,2020/06/24,278.0,16,54.34453260769698
Biobío,1663696,2020/06/24,1266.0,8,76.09563285600254
Araucanía,1014343,2020/06/24,200.0,9,19.717196254127057
Los Ríos,405835,2020/06/24,138.0,14,34.00396712949844
Los Lagos,891440,2020/06/24,562.0,10,63.044063537646956
Aysén,107297,2020/06/24,127.0,11,118.36304836109117
Magallanes,178362,2020/06/24,34.0,12,19.06235633150559
Arica y Parinacota,252110,2020/06/25,213.0,15,84.48693030819881
Tarapacá,382773,2020/06/25,384.0,1,100.32055552507622
Antofagasta,691854,2020/06/25,735.0,2,106.23628684664683
Atacama,314709,2020/06/25,264.0,3,83.88701943700372
Coquimbo,836096,2020/06/25,399.0,4,47.72179271279853
Valparaíso,1960170,2020/06/25,794.0,5,40.506690746210786
Metropolitana,8125072,2020/06/25,9279.0,13,114.20206491708628
O’Higgins,991063,2020/06/25,420.0,6,42.3787387885533
Maule,1131939,2020/06/25,794.0,7,70.14512266120347
Ñuble,511551,2020/06/25,305.0,16,59.62259872427187
Biobío,1663696,2020/06/25,1830.0,8,109.99605697194681
Araucanía,1014343,2020/06/25,445.0,9,43.870761665432696
Los Ríos,405835,2020/06/25,235.0,14,57.90530634371111
Los Lagos,891440,2020/06/25,1044.0,10,117.11388315534417
Aysén,107297,2020/06/25,73.0,11,68.03545299495792
Magallanes,178362,2020/06/25,232.0,12,130.07254908556754
Arica y Parinacota,252110,2020/06/26,197.0,15,78.14049422870968
Tarapacá,382773,2020/06/26,505.0,1,131.93198057334243
Antofagasta,691854,2020/06/26,564.0,2,81.52008949865144
Atacama,314709,2020/06/26,232.0,3,73.71889586888204
Coquimbo,836096,2020/06/26,499.0,4,59.682141763625225
Valparaíso,1960170,2020/06/26,1029.0,5,52.4954468234898
Metropolitana,8125072,2020/06/26,9508.0,13,117.02050147986381
O’Higgins,991063,2020/06/26,437.0,6,44.09406869189951
Maule,1131939,2020/06/26,853.0,7,75.35741767003346
Ñuble,511551,2020/06/26,252.0,16,49.26195042136561
Biobío,1663696,2020/06/26,1852.0,8,111.31841394100846
Araucanía,1014343,2020/06/26,530.0,9,52.2505700734367
Los Ríos,405835,2020/06/26,312.0,14,76.87853437973561
Los Lagos,891440,2020/06/26,1309.0,10,146.8410661401777
Aysén,107297,2020/06/26,57.0,11,53.123572886473994
Magallanes,178362,2020/06/26,113.0,12,63.354301925297996
Arica y Parinacota,252110,2020/06/27,211.0,15,83.69362579826266
Tarapacá,382773,2020/06/27,349.0,1,91.17675489128021
Antofagasta,691854,2020/06/27,709.0,2,102.4782685364253
Atacama,314709,2020/06/27,279.0,3,88.65332735956073
Coquimbo,836096,2020/06/27,339.0,4,40.54558328230251
Valparaíso,1960170,2020/06/27,751.0,5,38.31300346398526
Metropolitana,8125072,2020/06/27,9824.0,13,120.90969778483195
O’Higgins,991063,2020/06/27,347.0,6,35.01291038006666
Maule,1131939,2020/06/27,821.0,7,72.5304102076172
Ñuble,511551,2020/06/27,370.0,16,72.32905419010031
Biobío,1663696,2020/06/27,1514.0,8,91.00220232542483
Araucanía,1014343,2020/06/27,703.0,9,69.3059448332566
Los Ríos,405835,2020/06/27,234.0,14,57.6589007848017
Los Lagos,891440,2020/06/27,1272.0,10,142.69047832720094
Aysén,107297,2020/06/27,61.0,11,56.851542913594976
Magallanes,178362,2020/06/27,160.0,12,89.70520626590866
Arica y Parinacota,252110,2020/06/28,183.0,15,72.58736265915672
Tarapacá,382773,2020/06/28,607.0,1,158.5796281346908
Antofagasta,691854,2020/06/28,689.0,2,99.5874852208703
Atacama,314709,2020/06/28,342.0,3,108.67182063430026
Coquimbo,836096,2020/06/28,363.0,4,43.416067054500914
Valparaíso,1960170,2020/06/28,853.0,5,43.51663376135743
Metropolitana,8125072,2020/06/28,9636.0,13,118.59587213504078
O’Higgins,991063,2020/06/28,499.0,6,50.34997775116214
Maule,1131939,2020/06/28,736.0,7,65.021171635574
Ñuble,511551,2020/06/28,305.0,16,59.62259872427187
Biobío,1663696,2020/06/28,1979.0,8,118.95202008059165
Araucanía,1014343,2020/06/28,614.0,9,60.53179250017006
Los Ríos,405835,2020/06/28,282.0,14,69.48636761245334
Los Lagos,891440,2020/06/28,1028.0,10,115.3190343713542
Aysén,107297,2020/06/28,77.0,11,71.7634230220789
Magallanes,178362,2020/06/28,177.0,12,99.23638443166145
Arica y Parinacota,252110,2020/06/29,153.0,15,60.687795010114634
Tarapacá,382773,2020/06/29,380.0,1,99.27554973835667
Antofagasta,691854,2020/06/29,705.0,2,101.90011187331432
Atacama,314709,2020/06/29,321.0,3,101.99898954272042
Coquimbo,836096,2020/06/29,317.0,4,37.914306491120634
Valparaíso,1960170,2020/06/29,856.0,5,43.66968171128014
Metropolitana,8125072,2020/06/29,9757.0,13,120.08508970751275
O’Higgins,991063,2020/06/29,465.0,6,46.919317944469725
Maule,1131939,2020/06/29,605.0,7,53.44810983630744
Ñuble,511551,2020/06/29,204.0,16,39.87872176967692
Biobío,1663696,2020/06/29,1615.0,8,97.07302295611699
Araucanía,1014343,2020/06/29,473.0,9,46.63116914101049
Los Ríos,405835,2020/06/29,197.0,14,48.54189510515357
Los Lagos,891440,2020/06/29,346.0,10,38.813604953782644
Aysén,107297,2020/06/29,196.0,11,182.67053132892812
Magallanes,178362,2020/06/29,209.0,12,117.17742568484319
Arica y Parinacota,252110,2020/06/30,122.0,15,48.391575106104476
Tarapacá,382773,2020/06/30,352.0,1,91.96050923131986
Antofagasta,691854,2020/06/30,479.0,2,69.23426040754262
Atacama,314709,2020/06/30,464.0,3,147.4377917377641
Coquimbo,836096,2020/06/30,276.0,4,33.01056338028169
Valparaíso,1960170,2020/06/30,619.0,5,31.57889366738599
Metropolitana,8125072,2020/06/30,7311.0,13,89.98074109374046
O’Higgins,991063,2020/06/30,483.0,6,48.735549606836294
Maule,1131939,2020/06/30,575.0,7,50.79779034029219
Ñuble,511551,2020/06/30,160.0,16,31.277428838962294
Biobío,1663696,2020/06/30,1059.0,8,63.65345591983151
Araucanía,1014343,2020/06/30,357.0,9,35.19519531361679
Los Ríos,405835,2020/06/30,193.0,14,47.55627286951594
Los Lagos,891440,2020/06/30,582.0,10,65.28762451763438
Aysén,107297,2020/06/30,42.0,11,39.143685284770314
Magallanes,178362,2020/06/30,275.0,12,154.1808232695305
Arica y Parinacota,252110,2020/07/01,172.0,15,68.22418785450796
Tarapacá,382773,2020/07/01,522.0,1,136.3732551669005
Antofagasta,691854,2020/07/01,681.0,2,98.4311718946483
Atacama,314709,2020/07/01,290.0,3,92.14861983610255
Coquimbo,836096,2020/07/01,262.0,4,31.336114513165953
Valparaíso,1960170,2020/07/01,905.0,5,46.16946489335109
Metropolitana,8125072,2020/07/01,4489.0,13,55.24874118038584
O’Higgins,991063,2020/07/01,339.0,6,34.205696307903736
Maule,1131939,2020/07/01,652.0,7,57.600277046731314
Ñuble,511551,2020/07/01,157.0,16,30.69097704823175
Biobío,1663696,2020/07/01,812.0,8,48.806993585366556
Araucanía,1014343,2020/07/01,314.0,9,30.955998118979476
Los Ríos,405835,2020/07/01,151.0,14,37.20723939532076
Los Lagos,891440,2020/07/01,422.0,10,47.339136677734906
Aysén,107297,2020/07/01,30.0,11,27.959775203407364
Magallanes,178362,2020/07/01,187.0,12,104.84295982328075
Arica y Parinacota,252110,2020/07/02,141.0,15,55.927967950497795
Tarapacá,382773,2020/07/02,320.0,1,83.60046293756352
Antofagasta,691854,2020/07/02,668.0,2,96.55216273953754
Atacama,314709,2020/07/02,236.0,3,74.98991131489726
Coquimbo,836096,2020/07/02,207.0,4,24.757922535211268
Valparaíso,1960170,2020/07/02,590.0,5,30.099430151466454
Metropolitana,8125072,2020/07/02,4439.0,13,54.63336201820734
O’Higgins,991063,2020/07/02,405.0,6,40.865212403247824
Maule,1131939,2020/07/02,637.0,7,56.27511729872369
Ñuble,511551,2020/07/02,298.0,16,58.25421121256727
Biobío,1663696,2020/07/02,1176.0,8,70.68599070984122
Araucanía,1014343,2020/07/02,243.0,9,23.95639344876437
Los Ríos,405835,2020/07/02,209.0,14,51.49876181206648
Los Lagos,891440,2020/07/02,1000.0,10,112.17804899937181
Aysén,107297,2020/07/02,125.0,11,116.49906334753068
Magallanes,178362,2020/07/02,137.0,12,76.81008286518428
Arica y Parinacota,252110,2020/07/03,216.0,15,85.676887073103
Tarapacá,382773,2020/07/03,375.0,1,97.96929250495724
Antofagasta,691854,2020/07/03,784.0,2,113.31870596975662
Atacama,314709,2020/07/03,237.0,3,75.30766517640106
Coquimbo,836096,2020/07/03,234.0,4,27.987216778934478
Valparaíso,1960170,2020/07/03,846.0,5,43.159521878204444
Metropolitana,8125072,2020/07/03,7928.0,13,97.57451995502316
O’Higgins,991063,2020/07/03,346.0,6,34.91200862104629
Maule,1131939,2020/07/03,647.0,7,57.158557130728774
Ñuble,511551,2020/07/03,330.0,16,64.50969698035973
Biobío,1663696,2020/07/03,1640.0,8,98.57570133005068
