Egresos semanales,Fecha,Egresos
S05-18_05-24,2020-08-21,1662.0
S05-25_05-31,2020-08-21,2209.0
S06-01_06-07,2020-08-21,2324.0
S06-08_06-14,2020-08-21,2365.0
S06-15_06-21,2020-08-21,2449.0
S06-22_06-28,2020-08-21,2255.0
S06-29_07-05,2020-08-21,2001.0
S07-06_07-12,2020-08-21,1637.0
S07-13_07-20,2020-08-21,1628.0
S07-21_07-27,2020-08-21,1471.0
S07-28_08-02,2020-08-21,1262.0
S08-03_08-09,2020-08-21,976.0
S08-10_08-16,2020-08-21,910.0
S08-17_08-23,2020-08-21,
S03-04_03-08,2020-08-22,4.0
S03-09_03-15,2020-08-22,13.0
S03-16_03-22,2020-08-22,17.0
S03-23_03-29,2020-08-22,82.0
S03-30_04-05,2020-08-22,234.0
S04-06_04-12,2020-08-22,306.0
S04-13_04-19,2020-08-22,383.0
S04-20_04-26,2020-08-22,408.0
S04-27_05-03,2020-08-22,459.0
S05-04_05-10,2020-08-22,673.0
S05-11_05-17,2020-08-22,1007.0
S05-18_05-24,2020-08-22,1662.0
S05-25_05-31,2020-08-22,2209.0
S06-01_06-07,2020-08-22,2324.0
S06-08_06-14,2020-08-22,2365.0
S06-15_06-21,2020-08-22,2449.0
S06-22_06-28,2020-08-22,2255.0
S06-29_07-05,2020-08-22,2001.0
S07-06_07-12,2020-08-22,1637.0
S07-13_07-20,2020-08-22,1628.0
S07-21_07-27,2020-08-22,1471.0
S07-28_08-02,2020-08-22,1262.0
S08-03_08-09,2020-08-22,976.0
S08-10_08-16,2020-08-22,910.0
S08-17_08-23,2020-08-22,
S03-04_03-08,2020-08-23,4.0
S03-09_03-15,2020-08-23,13.0
S03-16_03-22,2020-08-23,17.0
S03-23_03-29,2020-08-23,82.0
S03-30_04-05,2020-08-23,234.0
S04-06_04-12,2020-08-23,306.0
S04-13_04-19,2020-08-23,383.0
S04-20_04-26,2020-08-23,408.0
S04-27_05-03,2020-08-23,459.0
S05-04_05-10,2020-08-23,673.0
S05-11_05-17,2020-08-23,1007.0
S05-18_05-24,2020-08-23,1662.0
S05-25_05-31,2020-08-23,2209.0
S06-01_06-07,2020-08-23,2324.0
S06-08_06-14,2020-08-23,2365.0
S06-15_06-21,2020-08-23,2449.0
S06-22_06-28,2020-08-23,2255.0
S06-29_07-05,2020-08-23,2001.0
S07-06_07-12,2020-08-23,1637.0
S07-13_07-20,2020-08-23,1628.0
S07-21_07-27,2020-08-23,1471.0
S07-28_08-02,2020-08-23,1262.0
S08-03_08-09,2020-08-23,976.0
S08-10_08-16,2020-08-23,910.0
S08-17_08-23,2020-08-23,939.0
S03-04_03-08,2020-08-24,4.0
S03-09_03-15,2020-08-24,13.0
S03-16_03-22,2020-08-24,17.0
S03-23_03-29,2020-08-24,82.0
S03-30_04-05,2020-08-24,234.0
S04-06_04-12,2020-08-24,306.0
S04-13_04-19,2020-08-24,383.0
S04-20_04-26,2020-08-24,408.0
S04-27_05-03,2020-08-24,459.0
S05-04_05-10,2020-08-24,673.0
S05-11_05-17,2020-08-24,1007.0
S05-18_05-24,2020-08-24,1662.0
S05-25_05-31,2020-08-24,2209.0
S06-01_06-07,2020-08-24,2324.0
S06-08_06-14,2020-08-24,2365.0
S06-15_06-21,2020-08-24,2449.0
S06-22_06-28,2020-08-24,2255.0
S06-29_07-05,2020-08-24,2001.0
S07-06_07-12,2020-08-24,1637.0
S07-13_07-20,2020-08-24,1628.0
S07-21_07-27,2020-08-24,1471.0
S07-28_08-02,2020-08-24,1262.0
S08-03_08-09,2020-08-24,976.0
S08-10_08-16,2020-08-24,910.0
S08-17_08-23,2020-08-24,939.0
S03-04_03-08,2020-08-25,4.0
S03-09_03-15,2020-08-25,13.0
S03-16_03-22,2020-08-25,17.0
S03-23_03-29,2020-08-25,82.0
S03-30_04-05,2020-08-25,234.0
S04-06_04-12,2020-08-25,306.0
S04-13_04-19,2020-08-25,383.0
S04-20_04-26,2020-08-25,408.0
S04-27_05-03,2020-08-25,459.0
S05-04_05-10,2020-08-25,673.0
S05-11_05-17,2020-08-25,1007.0
S05-18_05-24,2020-08-25,1662.0
S05-25_05-31,2020-08-25,2209.0
S06-01_06-07,2020-08-25,2324.0
S06-08_06-14,2020-08-25,2365.0
S06-15_06-21,2020-08-25,2449.0
S06-22_06-28,2020-08-25,2255.0
S06-29_07-05,2020-08-25,2001.0
S07-06_07-12,2020-08-25,1637.0
S07-13_07-20,2020-08-25,1628.0
S07-21_07-27,2020-08-25,1471.0
S07-28_08-02,2020-08-25,1262.0
S08-03_08-09,2020-08-25,976.0
S08-10_08-16,2020-08-25,910.0
S08-17_08-23,2020-08-25,939.0
S03-04_03-08,2020-08-26,4.0
S03-09_03-15,2020-08-26,13.0
S03-16_03-22,2020-08-26,17.0
S03-23_03-29,2020-08-26,82.0
S03-30_04-05,2020-08-26,234.0
S04-06_04-12,2020-08-26,306.0
S04-13_04-19,2020-08-26,383.0
S04-20_04-26,2020-08-26,408.0
S04-27_05-03,2020-08-26,459.0
S05-04_05-10,2020-08-26,673.0
S05-11_05-17,2020-08-26,1007.0
S05-18_05-24,2020-08-26,1662.0
S05-25_05-31,2020-08-26,2209.0
S06-01_06-07,2020-08-26,2324.0
S06-08_06-14,2020-08-26,2365.0
S06-15_06-21,2020-08-26,2449.0
S06-22_06-28,2020-08-26,2255.0
S06-29_07-05,2020-08-26,2001.0
S07-06_07-12,2020-08-26,1637.0
S07-13_07-20,2020-08-26,1628.0
S07-21_07-27,2020-08-26,1471.0
S07-28_08-02,2020-08-26,1262.0
S08-03_08-09,2020-08-26,976.0
S08-10_08-16,2020-08-26,910.0
S08-17_08-23,2020-08-26,939.0
S03-04_03-08,2020-08-27,4.0
S03-09_03-15,2020-08-27,13.0
S03-16_03-22,2020-08-27,17.0
S03-23_03-29,2020-08-27,82.0
S03-30_04-05,2020-08-27,234.0
S04-06_04-12,2020-08-27,306.0
S04-13_04-19,2020-08-27,383.0
S04-20_04-26,2020-08-27,408.0
S04-27_05-03,2020-08-27,459.0
S05-04_05-10,2020-08-27,673.0
S05-11_05-17,2020-08-27,1007.0
S05-18_05-24,2020-08-27,1662.0
S05-25_05-31,2020-08-27,2209.0
S06-01_06-07,2020-08-27,2324.0
S06-08_06-14,2020-08-27,2365.0
S06-15_06-21,2020-08-27,2449.0
S06-22_06-28,2020-08-27,2255.0
S06-29_07-05,2020-08-27,2001.0
S07-06_07-12,2020-08-27,1637.0
S07-13_07-20,2020-08-27,1628.0
S07-21_07-27,2020-08-27,1471.0
S07-28_08-02,2020-08-27,1262.0
S08-03_08-09,2020-08-27,976.0
S08-10_08-16,2020-08-27,910.0
S08-17_08-23,2020-08-27,939.0
S03-04_03-08,2020-08-28,4.0
S03-09_03-15,2020-08-28,13.0
S03-16_03-22,2020-08-28,17.0
S03-23_03-29,2020-08-28,82.0
S03-30_04-05,2020-08-28,234.0
S04-06_04-12,2020-08-28,306.0
S04-13_04-19,2020-08-28,383.0
S04-20_04-26,2020-08-28,408.0
S04-27_05-03,2020-08-28,459.0
S05-04_05-10,2020-08-28,673.0
S05-11_05-17,2020-08-28,1007.0
S05-18_05-24,2020-08-28,1662.0
S05-25_05-31,2020-08-28,2209.0
S06-01_06-07,2020-08-28,2324.0
S06-08_06-14,2020-08-28,2365.0
S06-15_06-21,2020-08-28,2449.0
S06-22_06-28,2020-08-28,2255.0
S06-29_07-05,2020-08-28,2001.0
S07-06_07-12,2020-08-28,1637.0
S07-13_07-20,2020-08-28,1628.0
S07-21_07-27,2020-08-28,1471.0
S07-28_08-02,2020-08-28,1262.0
S08-03_08-09,2020-08-28,976.0
S08-10_08-16,2020-08-28,910.0
S08-17_08-23,2020-08-28,939.0
