Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2010-01-12,33,13,0,0,0,0,0,18,0,0,0,0,0,1,9,1,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,49,0,3,4,0,0,0,0,0,0,24,4,0,0,1,0,0,0,1,0,21,0,3,0,0,0,0,0,20,3,0,15,0,0,10,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,39,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,9,3,6,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,29,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,19,0,1,0,4,1,0,0,2,0,17,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,6,0,0,0,1,0,0,0,0,14,0,47,0,0,8,0,0,5,0,19,0,0,0,0,1,0,9,0,0,0,3,31,0,41,0,38,0,30,39,0,48,0,0,22,0,29,85,9,0,20,9,1,0,0,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,2,0,8,0,0,0,0,0,0,0,8,6,0,0,7,0,11,0,19,0,45,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-01-13,21,9,0,0,0,0,3,16,0,0,0,0,0,0,9,0,0,0,0,4,1,0,0,0,0,6,0,0,0,0,0,0,0,2,0,31,0,2,3,0,0,0,1,3,0,12,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,14,2,0,19,0,0,4,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,33,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,4,0,6,1,7,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,17,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,14,0,0,0,6,3,1,0,3,0,17,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39,0,0,15,0,0,1,0,9,0,0,0,0,1,0,5,0,0,0,4,25,0,30,0,25,0,15,31,0,37,0,0,13,0,28,82,3,0,18,2,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,0,0,0,0,0,0,0,5,7,0,0,7,0,12,0,15,0,30,0,1,16,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0
2010-01-14,25,12,0,1,1,0,0,7,0,0,0,0,0,0,16,0,0,0,0,9,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,38,0,0,3,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,10,4,0,22,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,34,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,3,1,5,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,19,0,0,1,4,2,0,0,1,0,15,0,0,12,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,31,0,0,3,0,0,1,0,15,0,0,0,0,0,0,3,0,0,0,1,31,0,23,0,24,0,14,19,1,13,0,0,21,0,13,62,5,0,17,2,0,0,0,0,17,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,6,10,2,0,6,0,6,0,17,0,32,0,2,13,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2010-01-15,20,8,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,24,0,0,7,0,0,0,0,0,0,20,5,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,6,5,0,16,1,1,13,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,36,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,1,0,9,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,29,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,0,1,0,7,3,0,0,3,0,22,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,34,0,0,10,0,0,2,0,8,0,0,0,0,1,0,7,0,0,0,3,28,0,25,0,25,0,16,27,0,27,0,0,13,0,13,77,2,0,23,5,1,0,0,0,20,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,11,1,0,10,0,7,0,10,0,27,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
2010-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-18,31,12,0,0,0,0,0,21,0,1,0,0,0,1,23,1,0,0,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,2,0,41,0,4,7,0,0,0,0,0,0,39,3,0,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,16,5,0,27,1,0,17,0,0,0,0,1,16,2,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,2,2,0,0,0,47,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,14,5,8,2,2,8,0,0,0,0,0,0,2,0,0,2,0,0,21,0,31,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,4,2,0,0,15,0,0,0,13,2,0,0,5,0,24,0,0,13,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,47,0,0,12,0,0,2,0,14,0,0,0,0,1,0,9,0,0,0,2,45,0,35,0,59,0,19,33,0,53,0,0,30,0,41,145,14,0,27,3,0,0,0,0,29,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,1,0,0,9,18,1,0,13,0,16,0,15,0,68,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0
2010-01-19,24,23,0,0,0,0,2,11,0,0,0,0,0,1,14,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,32,0,4,6,0,0,0,0,2,0,25,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,18,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,26,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,8,2,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,19,0,0,0,11,3,0,0,3,0,17,0,0,11,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,48,0,0,8,0,0,3,0,13,0,0,0,0,0,0,10,0,0,0,5,28,0,30,0,23,0,26,19,0,25,0,0,19,0,29,77,6,0,17,5,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,0,12,15,0,0,8,0,5,0,11,0,36,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
2010-01-20,24,6,0,0,1,0,0,11,0,0,0,0,0,0,11,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,23,0,0,7,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,16,0,2,1,0,0,0,0,2,4,0,13,1,0,12,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,32,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,9,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,12,0,0,0,9,4,0,0,0,0,7,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,28,0,0,11,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,3,27,0,20,0,23,0,16,21,0,24,0,0,22,0,21,58,6,0,25,4,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,10,12,1,0,4,0,9,0,11,0,34,0,1,23,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
2010-01-21,34,6,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,24,0,1,5,0,0,0,0,0,0,22,1,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,5,0,13,1,0,6,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,1,0,6,2,3,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,17,0,17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,21,0,0,0,6,4,0,0,2,0,19,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,28,0,0,9,0,0,0,0,14,0,0,0,1,1,0,7,0,0,0,3,27,0,36,0,21,0,13,19,0,13,0,0,11,0,19,73,6,0,16,3,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,5,9,2,0,5,0,11,0,16,0,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
2010-01-22,19,10,0,0,0,0,0,12,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,32,0,3,5,0,0,0,0,0,0,24,2,0,0,1,0,0,0,0,0,18,0,1,1,0,1,0,0,14,3,0,20,2,0,10,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,32,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,0,10,2,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,0,16,0,0,0,11,3,1,0,5,0,20,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,36,0,0,7,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,2,29,0,27,0,19,0,8,26,0,24,0,0,19,0,20,86,4,0,21,3,0,0,0,0,24,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,5,2,0,4,0,12,0,9,1,25,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2010-01-25,35,21,0,0,0,0,0,21,0,0,0,0,0,0,26,1,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,46,0,6,8,0,0,0,0,0,0,31,8,0,0,1,0,0,0,0,0,22,0,1,0,0,0,0,0,18,8,0,21,0,0,18,0,0,0,0,1,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,2,2,0,0,0,44,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,19,1,6,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,0,5,0,2,0,0,1,0,1,0,0,0,0,0,2,0,2,0,2,1,2,0,14,0,0,0,13,2,0,0,3,0,23,0,0,15,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,28,0,0,0,0,0,15,0,0,0,0,0,0,0,0,18,0,53,0,0,14,0,0,1,0,23,0,0,0,0,0,0,6,0,0,0,3,56,0,42,0,55,0,22,35,0,60,0,0,37,0,39,123,17,0,26,1,0,0,0,1,37,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,2,0,9,0,0,0,0,0,0,0,15,13,1,0,13,0,14,0,16,0,45,0,0,27,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0
2010-01-26,27,8,0,0,0,0,0,21,0,0,0,0,0,1,23,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,42,0,4,6,0,0,0,0,1,0,19,1,1,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,16,0,0,21,0,0,8,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,21,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,12,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,26,0,0,0,9,5,0,0,6,0,13,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,40,0,0,7,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,3,43,0,29,0,28,0,13,23,0,32,0,0,18,0,29,98,11,0,8,1,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,1,0,0,2,11,0,0,8,0,15,0,9,0,32,0,1,30,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
2010-01-27,28,9,0,0,0,1,2,16,0,0,0,0,0,0,14,1,0,0,0,3,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,32,0,2,12,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,11,5,0,13,1,0,7,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,6,1,3,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,10,0,25,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,10,0,0,0,3,3,0,0,0,0,12,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,31,0,1,6,0,0,3,0,17,0,0,0,0,0,0,2,0,0,0,0,34,0,19,0,15,0,16,23,0,32,0,0,25,0,20,52,2,0,19,2,0,0,1,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,5,6,1,0,5,0,4,0,3,0,25,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2010-01-28,25,6,0,0,0,0,1,13,0,0,0,0,0,0,9,0,0,1,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,37,1,2,2,0,0,0,0,6,0,18,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,2,0,12,2,0,8,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,24,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,10,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,7,3,0,0,3,0,11,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,11,0,0,8,0,0,1,0,14,0,0,0,0,0,0,8,0,0,0,1,23,0,16,0,17,0,14,19,0,17,0,0,13,0,24,50,8,0,24,2,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0,0,0,0,0,8,11,2,0,3,0,8,0,3,0,20,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0
2010-01-29,36,3,0,0,0,0,3,15,0,0,0,0,0,0,13,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,29,0,1,5,1,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,11,2,0,15,0,0,10,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,28,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,14,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16,0,0,1,6,2,0,0,2,0,14,0,0,17,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,45,0,0,2,0,0,4,0,14,0,0,0,0,0,0,7,0,0,0,1,29,0,33,0,13,0,15,27,0,14,0,0,22,0,27,78,5,0,17,4,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,10,11,0,0,4,0,4,0,6,0,32,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2010-02-01,45,35,0,0,0,0,2,28,0,0,0,0,0,0,20,0,0,0,0,8,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,50,0,5,7,0,0,0,0,2,0,35,2,0,0,0,0,0,0,0,0,23,0,1,0,0,1,0,0,9,4,0,22,0,0,19,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,3,3,0,0,1,35,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,0,15,1,11,5,1,7,0,0,0,0,0,0,0,0,0,2,0,0,27,0,26,1,6,0,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,22,0,0,2,11,4,0,0,0,0,18,0,0,14,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,12,0,71,0,1,19,0,0,1,0,12,0,0,0,0,0,0,13,0,0,0,3,51,0,44,0,47,0,29,36,0,48,0,0,32,0,39,111,4,0,30,5,0,0,0,0,34,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,10,17,1,0,15,0,12,0,26,0,48,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
